P1, tp=0, ts=0, x0=569872521, x1=373321178
P2, tp=1, ts=1, x0=547689030, x1=521237446
P2, tp=1, ts=1, x0=538206939, x1=521237446
P0, tp=1, ts=1
P1, tp=1, ts=1, x0=153064521, x1=704032238
P0, tp=1, ts=1
P2, tp=1, ts=1, x0=310706839, x1=521237446
P2, tp=1, ts=1, x0=813149273, x1=886151951
P1, tp=1, ts=1, x0=304424824, x1=521237446
P0, tp=1, ts=1
P3, tp=1, ts=1, x0=454567728, x1=290156642
P2, tp=1, ts=1, x0=133795120, x1=932527379
P1, tp=1, ts=1, x0=442194634, x1=758722199
P1, tp=1, ts=1, x0=290156642, x1=562062224
P3, tp=1, ts=1, x0=844358578, x1=133795120
P0, tp=1, ts=1
P1, tp=1, ts=1, x0=686188530, x1=918172626
P2, tp=1, ts=1, x0=538206939, x1=242232605
P2, tp=1, ts=1, x0=447033727, x1=679824419
P2, tp=1, ts=1, x0=750808985, x1=677028439
P2, tp=1, ts=1, x0=627939908, x1=449967910
P2, tp=1, ts=1, x0=524049753, x1=562062224
P0, tp=1, ts=1
P1, tp=1, ts=1, x0=367062533, x1=43353433
P0, tp=1, ts=1
P0, tp=1, ts=1
P1, tp=1, ts=1, x0=454567728, x1=782747705
P0, tp=1, ts=1
P1, tp=1, ts=1, x0=229332431, x1=206233341
P3, tp=1, ts=1, x0=379060307, x1=535572610
P2, tp=1, ts=1, x0=393040144, x1=853248313
P2, tp=1, ts=1, x0=17781403, x1=511362766
P0, tp=1, ts=1
P0, tp=1, ts=1
P1, tp=1, ts=1, x0=431733222, x1=449778620
P1, tp=1, ts=1, x0=782747705, x1=562062224
P2, tp=1, ts=1, x0=977132019, x1=94191527
P3, tp=1, ts=1, x0=511362766, x1=548803266
P2, tp=1, ts=1, x0=548803266, x1=242831894
P1, tp=1, ts=1, x0=684864064, x1=382459427
P1, tp=1, ts=1, x0=627939908, x1=778896462
P3, tp=1, ts=1, x0=591324785, x1=481385687
P0, tp=1, ts=1
P0, tp=1, ts=1
P0, tp=1, ts=1
P0, tp=1, ts=1
P3, tp=1, ts=1, x0=107287293, x1=932777661
P1, tp=1, ts=1, x0=932777661, x1=886151951
P1, tp=1, ts=1, x0=524049753, x1=472517426
P1, tp=1, ts=1, x0=684603222, x1=936917204
P3, tp=1, ts=1, x0=750970743, x1=69956859
P0, tp=1, ts=1
P2, tp=1, ts=1, x0=299037955, x1=591324785
P3, tp=1, ts=1, x0=431733222, x1=836162962
P0, tp=1, ts=1
P1, tp=1, ts=1, x0=443552734, x1=271364576
P1, tp=1, ts=1, x0=300874371, x1=778896462
P2, tp=1, ts=1, x0=359782881, x1=345065294
P1, tp=1, ts=1, x0=397440397, x1=511362766
P2, tp=1, ts=1, x0=310706839, x1=773414477
P1, tp=1, ts=1, x0=153064521, x1=524049753
P0, tp=1, ts=1
P2, tp=1, ts=1, x0=242831894, x1=368303704
P1, tp=1, ts=1, x0=827064897, x1=292801224
P1, tp=1, ts=1, x0=538206939, x1=521237446
P0, tp=1, ts=1
P3, tp=1, ts=1, x0=778896462, x1=449967910
P2, tp=1, ts=1, x0=139763056, x1=379060307
P2, tp=1, ts=1, x0=299037955, x1=485435588
P3, tp=1, ts=1, x0=242831894, x1=369252188
P1, tp=1, ts=1, x0=800699294, x1=359782881
P3, tp=1, ts=1, x0=639405936, x1=535572610
P2, tp=1, ts=1, x0=518614260, x1=700653903
P2, tp=1, ts=1, x0=547689030, x1=442194634
P0, tp=1, ts=1
P2, tp=1, ts=1, x0=530272142, x1=531025210
P0, tp=1, ts=1
P3, tp=1, ts=1, x0=349069954, x1=271364576
P1, tp=1, ts=1, x0=524049753, x1=521237446
P3, tp=1, ts=1, x0=813149273, x1=485435588
P1, tp=1, ts=1, x0=538206939, x1=827064897
P2, tp=1, ts=1, x0=442194634, x1=300874371
P1, tp=1, ts=1, x0=447033727, x1=271364576
P1, tp=1, ts=1, x0=431733222, x1=627939908
P1, tp=1, ts=1, x0=367062533, x1=299037955
P2, tp=1, ts=1, x0=750808985, x1=976062358
P2, tp=1, ts=1, x0=518614260, x1=782747705
P1, tp=1, ts=1, x0=375767226, x1=133795120
P1, tp=1, ts=1, x0=485435588, x1=271364576
P3, tp=1, ts=1, x0=518614260, x1=562062224
P3, tp=1, ts=1, x0=271364576, x1=393040144
P1, tp=1, ts=1, x0=561504385, x1=382459427
P0, tp=1, ts=1
P0, tp=1, ts=1
P3, tp=1, ts=1, x0=390831443, x1=788343862
P2, tp=1, ts=1, x0=700653903, x1=210400692
P1, tp=1, ts=1, x0=511362766, x1=425279847
P1, tp=1, ts=1, x0=800699294, x1=520025109
P3, tp=1, ts=1, x0=300874371, x1=788343862
P3, tp=1, ts=1, x0=64324883, x1=543174093
P3, tp=1, ts=1, x0=454567728, x1=750970743
P0, tp=1, ts=1
P2, tp=1, ts=1, x0=535572610, x1=686188530
P0, tp=1, ts=1
P3, tp=1, ts=1, x0=543174093, x1=518614260
P0, tp=1, ts=1
P3, tp=1, ts=1, x0=229332431, x1=678285908
P3, tp=1, ts=1, x0=538206939, x1=836162962
P0, tp=1, ts=1
P0, tp=1, ts=1
P2, tp=1, ts=1, x0=292801224, x1=447033727
P1, tp=1, ts=1, x0=122211783, x1=521237446
P2, tp=1, ts=1, x0=639405936, x1=304424824
P0, tp=1, ts=1
P1, tp=1, ts=1, x0=382459427, x1=836162962
P2, tp=1, ts=1, x0=627939908, x1=373298134
P1, tp=1, ts=1, x0=543931490, x1=88956117
P2, tp=1, ts=1, x0=299037955, x1=122211783
P0, tp=1, ts=1
P0, tp=1, ts=1
P2, tp=1, ts=1, x0=591324785, x1=345065294
P1, tp=1, ts=1, x0=836162962, x1=535572610
P3, tp=1, ts=1, x0=449967910, x1=205508342
P1, tp=1, ts=1, x0=205508342, x1=678285908
P1, tp=1, ts=1, x0=401476346, x1=750970743
P3, tp=1, ts=1, x0=627939908, x1=650163376
P0, tp=1, ts=1
P3, tp=1, ts=1, x0=435941031, x1=670058263
P2, tp=1, ts=1, x0=561504385, x1=447033727
P0, tp=1, ts=1
P3, tp=1, ts=1, x0=613671267, x1=548803266
P2, tp=1, ts=1, x0=361352518, x1=670058263
P0, tp=1, ts=1
P0, tp=1, ts=1
P1, tp=1, ts=1, x0=292801224, x1=205508342
P2, tp=1, ts=1, x0=932527379, x1=349069954
P1, tp=1, ts=1, x0=292801224, x1=454567728
P1, tp=1, ts=1, x0=801579932, x1=88956117
P2, tp=1, ts=1, x0=548803266, x1=153064521
P1, tp=1, ts=1, x0=689395199, x1=354985508
P3, tp=1, ts=1, x0=205508342, x1=543931490
P1, tp=1, ts=1, x0=827064897, x1=398059616
P3, tp=1, ts=1, x0=485982654, x1=689395199
P2, tp=1, ts=1, x0=686188530, x1=82146286
P1, tp=1, ts=1, x0=704032238, x1=442194634
P1, tp=1, ts=1, x0=773414477, x1=179241364
P0, tp=1, ts=1
P3, tp=1, ts=1, x0=750970743, x1=561504385
P2, tp=1, ts=1, x0=210400692, x1=153064521
P3, tp=1, ts=1, x0=520025109, x1=179241364
P2, tp=1, ts=1, x0=361352518, x1=932527379
P2, tp=1, ts=1, x0=310706839, x1=43353433
P0, tp=1, ts=1
P0, tp=2, ts=2
P1, tp=2, ts=2, x0=521237446, x1=435941031
P1, tp=2, ts=2, x0=447033727, x1=287234369
P3, tp=2, ts=2, x0=562062224, x1=390831443
P3, tp=2, ts=2, x0=345065294, x1=928016206
P3, tp=2, ts=2, x0=206233341, x1=844358578
P2, tp=2, ts=2, x0=932527379, x1=650163376
P3, tp=2, ts=2, x0=398059616, x1=443552734
P2, tp=2, ts=2, x0=650163376, x1=286136032
P2, tp=2, ts=2, x0=64324883, x1=613671267
P2, tp=2, ts=2, x0=310706839, x1=670058263
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=274133801, x1=627939908
P1, tp=2, ts=2, x0=379060307, x1=353081573
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=650163376, x1=485435588
P1, tp=2, ts=2, x0=304455931, x1=723499295
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=750808985, x1=750808985
P1, tp=2, ts=2, x0=310706839, x1=375036726
P3, tp=2, ts=2, x0=442194634, x1=521237446
P1, tp=2, ts=2, x0=304455931, x1=813149273
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=271364576, x1=390831443
P2, tp=2, ts=2, x0=531025210, x1=518614260
P3, tp=2, ts=2, x0=535572610, x1=778896462
P2, tp=2, ts=2, x0=548803266, x1=375036726
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=538206939, x1=397440397
P2, tp=2, ts=2, x0=485982654, x1=361352518
P3, tp=2, ts=2, x0=800699294, x1=511362766
P2, tp=2, ts=2, x0=562062224, x1=725883183
P2, tp=2, ts=2, x0=773414477, x1=548803266
P1, tp=2, ts=2, x0=853248313, x1=521237446
P2, tp=2, ts=2, x0=932527379, x1=591324785
P3, tp=2, ts=2, x0=704032238, x1=304455931
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=286136032, x1=299037955
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=276056805, x1=689395199
P2, tp=2, ts=2, x0=725883183, x1=530272142
P1, tp=2, ts=2, x0=521237446, x1=133795120
P3, tp=2, ts=2, x0=359782881, x1=650163376
P0, tp=2, ts=2
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=132232845, x1=678285908
P2, tp=2, ts=2, x0=442194634, x1=679824419
P2, tp=2, ts=2, x0=299037955, x1=64324883
P3, tp=2, ts=2, x0=548803266, x1=932527379
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=122211783, x1=518614260
P1, tp=2, ts=2, x0=373298134, x1=721139557
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=485435588, x1=43353433
P1, tp=2, ts=2, x0=844358578, x1=721139557
P1, tp=2, ts=2, x0=530272142, x1=132232845
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=591324785, x1=122211783
P3, tp=2, ts=2, x0=304455931, x1=153064521
P2, tp=2, ts=2, x0=375036726, x1=932527379
P2, tp=2, ts=2, x0=205508342, x1=274133801
P0, tp=2, ts=2
P1, tp=2, ts=2, x0=472517426, x1=425279847
P1, tp=2, ts=2, x0=844358578, x1=287234369
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=774869215, x1=122211783
P3, tp=2, ts=2, x0=431733222, x1=288896971
P3, tp=2, ts=2, x0=401476346, x1=122211783
P3, tp=2, ts=2, x0=723499295, x1=778896462
P2, tp=2, ts=2, x0=774869215, x1=485435588
P3, tp=2, ts=2, x0=932777661, x1=836162962
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=472517426, x1=397440397
P2, tp=2, ts=2, x0=679824419, x1=304424824
P1, tp=2, ts=2, x0=758722199, x1=431733222
P2, tp=2, ts=2, x0=844358578, x1=678285908
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=895050005, x1=375036726
P1, tp=2, ts=2, x0=425279847, x1=670058263
P3, tp=2, ts=2, x0=932777661, x1=139763056
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=543174093, x1=827064897
P1, tp=2, ts=2, x0=696837071, x1=670058263
P2, tp=2, ts=2, x0=443552734, x1=886151951
P1, tp=2, ts=2, x0=721139557, x1=107287293
P2, tp=2, ts=2, x0=179241364, x1=853248313
P1, tp=2, ts=2, x0=721139557, x1=778896462
P2, tp=2, ts=2, x0=132232845, x1=443552734
P1, tp=2, ts=2, x0=758722199, x1=122211783
P3, tp=2, ts=2, x0=886151951, x1=758722199
P3, tp=2, ts=2, x0=836162962, x1=758722199
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=300874371, x1=800699294
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=721139557, x1=359782881
P1, tp=2, ts=2, x0=543174093, x1=758722199
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=353081573, x1=896337574
P1, tp=2, ts=2, x0=778896462, x1=530272142
P3, tp=2, ts=2, x0=287234369, x1=696837071
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=639405936, x1=689395199
P3, tp=2, ts=2, x0=696837071, x1=547689030
P2, tp=2, ts=2, x0=535572610, x1=375036726
P2, tp=2, ts=2, x0=358881560, x1=375036726
P0, tp=2, ts=2
P1, tp=2, ts=2, x0=304424824, x1=82146286
P1, tp=2, ts=2, x0=774869215, x1=518614260
P1, tp=2, ts=2, x0=844358578, x1=274133801
P3, tp=2, ts=2, x0=276056805, x1=299037955
P1, tp=2, ts=2, x0=562062224, x1=206233341
P1, tp=2, ts=2, x0=345065294, x1=679824419
P3, tp=2, ts=2, x0=521237446, x1=288896971
P2, tp=2, ts=2, x0=853248313, x1=788343862
P2, tp=2, ts=2, x0=788343862, x1=7269934
P1, tp=2, ts=2, x0=627939908, x1=231154087
P1, tp=2, ts=2, x0=276056805, x1=300874371
P3, tp=2, ts=2, x0=398059616, x1=300874371
P2, tp=2, ts=2, x0=17781403, x1=361352518
P1, tp=2, ts=2, x0=932777661, x1=485435588
P1, tp=2, ts=2, x0=179241364, x1=347227054
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=347227054, x1=543931490
P2, tp=2, ts=2, x0=778896462, x1=521237446
P0, tp=2, ts=2
P1, tp=2, ts=2, x0=613671267, x1=122211783
P2, tp=2, ts=2, x0=88956117, x1=238575907
P2, tp=2, ts=2, x0=379060307, x1=895050005
P2, tp=2, ts=2, x0=82146286, x1=398059616
P1, tp=2, ts=2, x0=485982654, x1=704032238
P3, tp=2, ts=2, x0=639405936, x1=538206939
P1, tp=2, ts=2, x0=801579932, x1=288896971
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=721139557, x1=562062224
P3, tp=2, ts=2, x0=107287293, x1=347227054
P1, tp=2, ts=2, x0=670058263, x1=122211783
P1, tp=2, ts=2, x0=401476346, x1=300874371
P2, tp=2, ts=2, x0=238575907, x1=530272142
P2, tp=2, ts=2, x0=995226452, x1=17781403
P3, tp=2, ts=2, x0=288896971, x1=485982654
P1, tp=2, ts=2, x0=274133801, x1=535572610
P1, tp=2, ts=2, x0=686188530, x1=774869215
P3, tp=2, ts=2, x0=238575907, x1=704032238
P3, tp=2, ts=2, x0=895050005, x1=472517426
P3, tp=2, ts=2, x0=431733222, x1=650163376
P1, tp=2, ts=2, x0=686188530, x1=442194634
P1, tp=2, ts=2, x0=398059616, x1=853248313
P2, tp=2, ts=2, x0=7269934, x1=696837071
P2, tp=2, ts=2, x0=287234369, x1=689395199
P3, tp=2, ts=2, x0=679824419, x1=778896462
P3, tp=2, ts=2, x0=521237446, x1=286136032
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=844358578, x1=696837071
P1, tp=2, ts=2, x0=686188530, x1=271364576
P2, tp=2, ts=2, x0=639405936, x1=679824419
P0, tp=2, ts=2
P0, tp=2, ts=2
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=696837071, x1=990717429
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=750970743, x1=836162962
P1, tp=2, ts=2, x0=359782881, x1=725883183
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=300874371, x1=876487336
P3, tp=2, ts=2, x0=535572610, x1=485435588
P0, tp=2, ts=2
P1, tp=2, ts=2, x0=827064897, x1=88956117
P0, tp=2, ts=2
P0, tp=2, ts=2
P0, tp=2, ts=2
P1, tp=2, ts=2, x0=543174093, x1=750970743
P2, tp=2, ts=2, x0=287234369, x1=827064897
P2, tp=2, ts=2, x0=639405936, x1=425279847
P3, tp=2, ts=2, x0=43353433, x1=390661313
P3, tp=2, ts=2, x0=390661313, x1=347227054
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=678285908, x1=153064521
P2, tp=2, ts=2, x0=401476346, x1=686188530
P3, tp=2, ts=2, x0=678285908, x1=286136032
P1, tp=2, ts=2, x0=454567728, x1=800699294
P2, tp=2, ts=2, x0=69956859, x1=242232605
P1, tp=2, ts=2, x0=562062224, x1=928016206
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=231154087, x1=286136032
P3, tp=2, ts=2, x0=936917204, x1=827064897
P1, tp=2, ts=2, x0=788343862, x1=981708921
P2, tp=2, ts=2, x0=928016206, x1=627939908
P2, tp=2, ts=2, x0=401476346, x1=7269934
P3, tp=2, ts=2, x0=973098385, x1=353081573
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=485435588, x1=133795120
P3, tp=2, ts=2, x0=375036726, x1=88956117
P2, tp=2, ts=2, x0=725883183, x1=973098385
P1, tp=2, ts=2, x0=657525344, x1=666069912
P3, tp=2, ts=2, x0=361352518, x1=725883183
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=359782881, x1=449967910
P1, tp=2, ts=2, x0=591324785, x1=830685839
P1, tp=2, ts=2, x0=133795120, x1=774869215
P2, tp=2, ts=2, x0=530272142, x1=973098385
P3, tp=2, ts=2, x0=535572610, x1=472517426
P3, tp=2, ts=2, x0=69956859, x1=788343862
P2, tp=2, ts=2, x0=401476346, x1=684864064
P3, tp=2, ts=2, x0=520025109, x1=443552734
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=288896971, x1=431733222
P3, tp=2, ts=2, x0=928016206, x1=760355294
P2, tp=2, ts=2, x0=666069912, x1=827064897
P1, tp=2, ts=2, x0=995226452, x1=547689030
P1, tp=2, ts=2, x0=561504385, x1=678285908
P3, tp=2, ts=2, x0=679824419, x1=750970743
P3, tp=2, ts=2, x0=359782881, x1=82146286
P0, tp=2, ts=2
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=689934696, x1=717187128
P3, tp=2, ts=2, x0=521237446, x1=82146286
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=995226452, x1=800699294
P2, tp=2, ts=2, x0=778896462, x1=304455931
P3, tp=2, ts=2, x0=678285908, x1=800699294
P3, tp=2, ts=2, x0=347227054, x1=231154087
P0, tp=2, ts=2
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=696837071, x1=788343862
P0, tp=2, ts=2
P0, tp=2, ts=2
P0, tp=2, ts=2
P1, tp=2, ts=2, x0=43353433, x1=17781403
P2, tp=2, ts=2, x0=562062224, x1=923843939
P1, tp=2, ts=2, x0=153064521, x1=561504385
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=535572610, x1=271364576
P2, tp=2, ts=2, x0=830685839, x1=591324785
P1, tp=2, ts=2, x0=449967910, x1=274133801
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=932527379, x1=242232605
P1, tp=2, ts=2, x0=179241364, x1=7269934
P3, tp=2, ts=2, x0=205508342, x1=830685839
P1, tp=2, ts=2, x0=238575907, x1=760355294
P1, tp=2, ts=2, x0=191353083, x1=636201402
P2, tp=2, ts=2, x0=425279847, x1=349069954
P3, tp=2, ts=2, x0=543174093, x1=276056805
P1, tp=2, ts=2, x0=562062224, x1=191353083
P0, tp=2, ts=2
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=995226452, x1=932527379
P2, tp=2, ts=2, x0=880523698, x1=973098385
P2, tp=2, ts=2, x0=688669994, x1=670058263
P1, tp=2, ts=2, x0=829467575, x1=758722199
P1, tp=2, ts=2, x0=472517426, x1=454567728
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=401476346, x1=688669994
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=650163376, x1=591324785
P3, tp=2, ts=2, x0=990717429, x1=238575907
P2, tp=2, ts=2, x0=876487336, x1=345065294
P1, tp=2, ts=2, x0=122211783, x1=562062224
P2, tp=2, ts=2, x0=373298134, x1=427917125
P2, tp=2, ts=2, x0=69956859, x1=689395199
P2, tp=2, ts=2, x0=179577391, x1=895050005
P2, tp=2, ts=2, x0=88956117, x1=973098385
P2, tp=2, ts=2, x0=717187128, x1=153064521
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=788343862, x1=717187128
P1, tp=2, ts=2, x0=670058263, x1=650163376
P3, tp=2, ts=2, x0=538206939, x1=286136032
P1, tp=2, ts=2, x0=666069912, x1=686188530
P2, tp=2, ts=2, x0=686188530, x1=139763056
P1, tp=2, ts=2, x0=286136032, x1=657525344
P3, tp=2, ts=2, x0=725883183, x1=853248313
P1, tp=2, ts=2, x0=139763056, x1=543931490
P1, tp=2, ts=2, x0=758722199, x1=936917204
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=345065294, x1=647786055
P3, tp=2, ts=2, x0=361352518, x1=919048829
P1, tp=2, ts=2, x0=179577391, x1=7269934
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=276056805, x1=287234369
P2, tp=2, ts=2, x0=520025109, x1=689934696
P1, tp=2, ts=2, x0=802939665, x1=880523698
P3, tp=2, ts=2, x0=760355294, x1=995226452
P0, tp=2, ts=2
P1, tp=2, ts=2, x0=276056805, x1=778896462
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=688669994, x1=485435588
P2, tp=2, ts=2, x0=829467575, x1=666069912
P1, tp=2, ts=2, x0=511362766, x1=82146286
P1, tp=2, ts=2, x0=721139557, x1=895050005
P2, tp=2, ts=2, x0=292801224, x1=528002546
P2, tp=2, ts=2, x0=69956859, x1=647786055
P3, tp=2, ts=2, x0=781549095, x1=361352518
P3, tp=2, ts=2, x0=82146286, x1=689395199
P3, tp=2, ts=2, x0=760355294, x1=880523698
P1, tp=2, ts=2, x0=271364576, x1=725883183
P2, tp=2, ts=2, x0=390661313, x1=689934696
P1, tp=2, ts=2, x0=778896462, x1=721139557
P1, tp=2, ts=2, x0=286136032, x1=862126338
P2, tp=2, ts=2, x0=397440397, x1=7269934
P3, tp=2, ts=2, x0=862126338, x1=398059616
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=800699294, x1=862126338
P3, tp=2, ts=2, x0=650163376, x1=345065294
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=107287293, x1=535572610
P1, tp=2, ts=2, x0=409864920, x1=390661313
P3, tp=2, ts=2, x0=990717429, x1=758722199
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=431733222, x1=689395199
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=511362766, x1=203816316
P0, tp=2, ts=2
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=485435588, x1=990717429
P1, tp=2, ts=2, x0=919048829, x1=530272142
P2, tp=2, ts=2, x0=5943, x1=827064897
P3, tp=2, ts=2, x0=107287293, x1=802939665
P3, tp=2, ts=2, x0=973098385, x1=359782881
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=973098385, x1=928016206
P2, tp=2, ts=2, x0=721139557, x1=538206939
P2, tp=2, ts=2, x0=397440397, x1=688669994
P1, tp=2, ts=2, x0=203816316, x1=973098385
P1, tp=2, ts=2, x0=427917125, x1=778896462
P1, tp=2, ts=2, x0=800699294, x1=139763056
P3, tp=2, ts=2, x0=686188530, x1=431733222
P2, tp=2, ts=2, x0=276056805, x1=286136032
P2, tp=2, ts=2, x0=547689030, x1=82146286
P3, tp=2, ts=2, x0=353081573, x1=292801224
P0, tp=2, ts=2
P1, tp=2, ts=2, x0=179241364, x1=657525344
P0, tp=2, ts=2
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=431733222, x1=43353433
P3, tp=2, ts=2, x0=666069912, x1=696837071
P2, tp=2, ts=2, x0=454567728, x1=627939908
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=896337574, x1=853248313
P2, tp=2, ts=2, x0=562062224, x1=431733222
P3, tp=2, ts=2, x0=690945555, x1=561504385
P2, tp=2, ts=2, x0=650163376, x1=156465141
P0, tp=2, ts=2
P1, tp=2, ts=2, x0=562062224, x1=928016206
P2, tp=2, ts=2, x0=276056805, x1=543174093
P2, tp=2, ts=2, x0=981708921, x1=179577391
P0, tp=2, ts=2
P1, tp=2, ts=2, x0=721139557, x1=778896462
P1, tp=2, ts=2, x0=696837071, x1=5943
P1, tp=2, ts=2, x0=543931490, x1=704032238
P3, tp=2, ts=2, x0=349069954, x1=349069954
P2, tp=2, ts=2, x0=647786055, x1=778896462
P3, tp=2, ts=2, x0=666069912, x1=758722199
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=292801224, x1=543931490
P2, tp=2, ts=2, x0=973098385, x1=179241364
P1, tp=2, ts=2, x0=717187128, x1=427917125
P3, tp=2, ts=2, x0=107287293, x1=139763056
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=543931490, x1=373298134
P2, tp=2, ts=2, x0=778896462, x1=689934696
P2, tp=2, ts=2, x0=43353433, x1=397440397
P1, tp=2, ts=2, x0=398059616, x1=721139557
P2, tp=2, ts=2, x0=896337574, x1=758722199
P1, tp=2, ts=2, x0=373298134, x1=358881560
P1, tp=2, ts=2, x0=390661313, x1=688669994
P0, tp=2, ts=2
P0, tp=2, ts=2
P1, tp=2, ts=2, x0=928016206, x1=97101423
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=520025109, x1=43353433
P0, tp=2, ts=2
P0, tp=2, ts=2
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=830685839, x1=353081573
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=511362766, x1=443552734
P1, tp=2, ts=2, x0=778896462, x1=17781403
P1, tp=2, ts=2, x0=880523698, x1=650163376
P3, tp=2, ts=2, x0=717187128, x1=522398784
P2, tp=2, ts=2, x0=670058263, x1=657525344
P2, tp=2, ts=2, x0=358881560, x1=788343862
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=405424725, x1=721139557
P0, tp=2, ts=2
P1, tp=2, ts=2, x0=443552734, x1=928016206
P1, tp=2, ts=2, x0=650163376, x1=650163376
P2, tp=2, ts=2, x0=17781403, x1=7269934
P3, tp=2, ts=2, x0=666069912, x1=122211783
P3, tp=2, ts=2, x0=276056805, x1=896337574
P3, tp=2, ts=2, x0=543931490, x1=717187128
P2, tp=2, ts=2, x0=191353083, x1=199164441
P1, tp=2, ts=2, x0=760355294, x1=304455931
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=409864920, x1=139763056
P0, tp=2, ts=2
P0, tp=2, ts=2
P2, tp=2, ts=2, x0=286136032, x1=43353433
P2, tp=2, ts=2, x0=205508342, x1=55627669
P2, tp=2, ts=2, x0=696837071, x1=528002546
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=390831443, x1=443552734
P2, tp=2, ts=2, x0=636201402, x1=205508342
P2, tp=2, ts=2, x0=528002546, x1=725883183
P0, tp=2, ts=2
P1, tp=2, ts=2, x0=528002546, x1=723499295
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=721139557, x1=485982654
P1, tp=2, ts=2, x0=636201402, x1=657525344
P3, tp=2, ts=2, x0=895050005, x1=802939665
P3, tp=2, ts=2, x0=679824419, x1=800699294
P2, tp=2, ts=2, x0=788343862, x1=528002546
P0, tp=2, ts=2
P1, tp=2, ts=2, x0=689934696, x1=829467575
P0, tp=2, ts=2
P1, tp=2, ts=2, x0=361352518, x1=205508342
P3, tp=2, ts=2, x0=990717429, x1=788343862
P3, tp=2, ts=2, x0=562062224, x1=118511531
P1, tp=2, ts=2, x0=666069912, x1=139763056
P2, tp=2, ts=2, x0=744376998, x1=485982654
P1, tp=2, ts=2, x0=717187128, x1=179241364
P1, tp=2, ts=2, x0=390831443, x1=689934696
P3, tp=2, ts=2, x0=781549095, x1=717187128
P2, tp=2, ts=2, x0=26364352, x1=409864920
P1, tp=2, ts=2, x0=830685839, x1=861618486
P3, tp=2, ts=2, x0=179577391, x1=373298134
P3, tp=2, ts=2, x0=840851095, x1=936917204
P3, tp=2, ts=2, x0=485435588, x1=69956859
P0, tp=2, ts=2
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=485435588, x1=666069912
P3, tp=2, ts=2, x0=485982654, x1=485982654
P0, tp=2, ts=2
P3, tp=2, ts=2, x0=721139557, x1=520025109
P3, tp=2, ts=2, x0=107287293, x1=231154087
P0, tp=2, ts=2
