P2, tp=0, ts=0, x0=373321178
P0, tp=0, ts=0
P3, tp=9, ts=9
P0, tp=9, ts=9
P2, tp=9, ts=9, x0=497761576
P1, tp=9, ts=9
P2, tp=9, ts=9, x0=845370893
P0, tp=9, ts=9
P0, tp=9, ts=9
P3, tp=9, ts=9
P1, tp=9, ts=9
P1, tp=9, ts=9
P2, tp=9, ts=9, x0=651352390
P3, tp=9, ts=9
P3, tp=9, ts=9
P2, tp=9, ts=9, x0=478903784
P0, tp=9, ts=9
P0, tp=9, ts=9
P0, tp=9, ts=9
P1, tp=9, ts=9
P3, tp=9, ts=9
P0, tp=9, ts=9
P0, tp=9, ts=9
P0, tp=9, ts=9
P2, tp=9, ts=9, x0=751464736
P0, tp=9, ts=9
P1, tp=9, ts=9
P3, tp=9, ts=9
P1, tp=9, ts=9
P2, tp=9, ts=9, x0=136725973
P3, tp=9, ts=9
P2, tp=9, ts=9, x0=314490622
P2, tp=9, ts=9, x0=383406018
P0, tp=9, ts=9
P3, tp=9, ts=9
P1, tp=9, ts=9
P3, tp=9, ts=9
P0, tp=9, ts=9
P3, tp=9, ts=9
P2, tp=9, ts=9, x0=146759135
P3, tp=9, ts=9
P3, tp=9, ts=9
P2, tp=9, ts=9, x0=332794731
P1, tp=9, ts=9
P0, tp=9, ts=9
P1, tp=9, ts=9
P3, tp=9, ts=9
P3, tp=9, ts=9
P0, tp=9, ts=9
P3, tp=9, ts=9
P3, tp=9, ts=9
P0, tp=9, ts=9
P2, tp=9, ts=9, x0=848697260
P0, tp=9, ts=9
P3, tp=9, ts=9
P0, tp=9, ts=9
P2, tp=9, ts=9, x0=651352390
P3, tp=9, ts=9
P1, tp=9, ts=9
P2, tp=9, ts=9, x0=773961174
P0, tp=9, ts=9
P2, tp=9, ts=9, x0=146759135
P2, tp=9, ts=9, x0=406541599
P2, tp=9, ts=9, x0=256195547
P2, tp=9, ts=9, x0=875651017
P1, tp=9, ts=9
P0, tp=9, ts=9
P1, tp=9, ts=9
P1, tp=9, ts=9
P1, tp=9, ts=9
P3, tp=9, ts=9
P2, tp=9, ts=9, x0=16136660
P1, tp=9, ts=9
P3, tp=9, ts=9
P0, tp=9, ts=9
P3, tp=9, ts=9
P2, tp=9, ts=9, x0=566174730
P1, tp=9, ts=9
P1, tp=9, ts=9
P2, tp=9, ts=9, x0=40874643
P2, tp=9, ts=9, x0=628517659
P3, tp=9, ts=9
P3, tp=9, ts=9
P1, tp=9, ts=9
P1, tp=9, ts=9
P1, tp=9, ts=9
P3, tp=9, ts=9
P0, tp=9, ts=9
P0, tp=9, ts=9
P1, tp=9, ts=9
P0, tp=9, ts=9
P1, tp=9, ts=9
P3, tp=9, ts=9
P3, tp=9, ts=9
P1, tp=9, ts=9
P3, tp=9, ts=9
P3, tp=9, ts=9
P1, tp=9, ts=9
P2, tp=9, ts=9, x0=604560841
P3, tp=9, ts=9
P1, tp=9, ts=9
P0, tp=9, ts=9
P2, tp=9, ts=9, x0=8240601
P3, tp=9, ts=9
P0, tp=9, ts=9
P1, tp=9, ts=9
P0, tp=9, ts=9
P0, tp=9, ts=9
P0, tp=9, ts=9
P2, tp=9, ts=9, x0=348603372
P3, tp=9, ts=9
P3, tp=9, ts=9
P1, tp=9, ts=9
P0, tp=9, ts=9
P0, tp=9, ts=9
P2, tp=9, ts=9, x0=463416745
P3, tp=9, ts=9
P2, tp=9, ts=9, x0=481145637
P3, tp=9, ts=9
P0, tp=9, ts=9
P2, tp=9, ts=9, x0=230944434
P0, tp=9, ts=9
P0, tp=9, ts=9
P1, tp=9, ts=9
P1, tp=9, ts=9
P1, tp=9, ts=9
P2, tp=9, ts=9, x0=40874643
P0, tp=9, ts=9
P0, tp=9, ts=9
P3, tp=9, ts=9
P0, tp=9, ts=9
P2, tp=9, ts=9, x0=851837196
P1, tp=9, ts=9
P3, tp=9, ts=9
P1, tp=9, ts=9
P3, tp=9, ts=9
P1, tp=9, ts=9
P1, tp=9, ts=9
P2, tp=9, ts=9, x0=230944434
P1, tp=9, ts=9
P0, tp=9, ts=9
P3, tp=9, ts=9
P1, tp=9, ts=9
P3, tp=9, ts=9
P3, tp=9, ts=9
P1, tp=9, ts=9
P3, tp=9, ts=9
P2, tp=9, ts=9, x0=146759135
P0, tp=9, ts=9
P1, tp=9, ts=9
>WATERMARK 9<
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=283691082
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=15038535
P2, tp=10, ts=10, x0=635805104
P3, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=348603372
P3, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=25847941
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=741366095
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=326650546
P2, tp=10, ts=10, x0=459878825
P1, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=822219488
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=314490622
P0, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=957569083
P3, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=340662606
P3, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=365268418
P2, tp=10, ts=10, x0=628453384
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=481145637
P0, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=833485735
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=429441990
P2, tp=10, ts=10, x0=948346709
P0, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=288423839
P3, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=707085939
P0, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=309353683
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=288423839
P1, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=896408419
P3, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=497761576
P1, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=846649726
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=429441990
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=186907107
P0, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=126482799
P3, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=49090121
P2, tp=10, ts=10, x0=463416745
P2, tp=10, ts=10, x0=635805104
P2, tp=10, ts=10, x0=851896678
P3, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=957569083
P0, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=111044320
P3, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=893862227
P1, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=429441990
P3, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=346097253
P3, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=959387227
P2, tp=10, ts=10, x0=741366095
P1, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=301121505
P2, tp=10, ts=10, x0=957569083
P3, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=839798115
P3, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=406541599
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=281460280
P3, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=987807329
P2, tp=10, ts=10, x0=463416745
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=253158667
P3, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=210273246
P1, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=478903784
P1, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=194621906
P1, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=497761576
P2, tp=10, ts=10, x0=497761576
P0, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=253158667
P3, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=833485735
P0, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=84961908
P0, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=983715049
P3, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=256195547
P3, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=69097998
P2, tp=10, ts=10, x0=116155859
P0, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=426811856
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=463416745
P2, tp=10, ts=10, x0=971204661
P1, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=197438191
P3, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=544564365
P0, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=896408419
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=959387227
P2, tp=10, ts=10, x0=126482799
P0, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=479391305
P2, tp=10, ts=10, x0=893862227
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=716910030
P1, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=970985577
P0, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=497761576
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=987807329
P2, tp=10, ts=10, x0=459878825
P2, tp=10, ts=10, x0=8240601
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=987807329
P2, tp=10, ts=10, x0=773961174
P3, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=463416745
P0, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=725356751
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=628453384
P2, tp=10, ts=10, x0=416202885
P0, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=8240601
P3, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=478903784
P3, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=916748940
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=497761576
P0, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=623394804
P0, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=40874643
P0, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=521190547
P1, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=15038535
P0, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=628453384
P2, tp=10, ts=10, x0=773961174
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=175504189
P3, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=833485735
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=916748940
P1, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=749678066
P3, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=69097998
P0, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=660974677
P0, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=346097253
P1, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=658923165
P2, tp=10, ts=10, x0=126482799
P3, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=642378428
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=957569083
P3, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=210846375
P3, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=827201529
P2, tp=10, ts=10, x0=175504189
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=283691082
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=544564365
P2, tp=10, ts=10, x0=429441990
P3, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=365268418
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=301121505
P0, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=365268418
P3, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=346097253
P2, tp=10, ts=10, x0=658923165
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=194621906
P3, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=660974677
P0, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=281460280
P1, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=297115197
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=827201529
P2, tp=10, ts=10, x0=111044320
P3, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=839798115
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=455880750
P1, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=584537875
P3, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=623394804
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=515488298
P1, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=544564365
P2, tp=10, ts=10, x0=691634817
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=875651017
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=691634817
P0, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=236951520
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=370650392
P3, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=682724905
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=370650392
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=8240601
P1, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=749678066
P3, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=437164529
P0, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=642378428
P2, tp=10, ts=10, x0=203484143
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=256195547
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=43237217
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=429441990
P1, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=210273246
P2, tp=10, ts=10, x0=40874643
P3, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=987807329
P3, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=203484143
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=668394239
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=848697260
P0, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=682724905
P3, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=971204661
P3, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=521190547
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=886888726
P0, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=944089724
P1, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=51786083
P3, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=932420093
P3, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=875651017
P1, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=397605244
P2, tp=10, ts=10, x0=173272776
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=365268418
P1, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=724960077
P1, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=173272776
P0, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=544564365
P3, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=136725973
P3, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=463416745
P1, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=648980091
P0, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=971204661
P1, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=736442075
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=841489267
P2, tp=10, ts=10, x0=886888726
P2, tp=10, ts=10, x0=504523701
P2, tp=10, ts=10, x0=463416745
P0, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=828415473
P3, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=314490622
P1, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=297115197
P0, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=827201529
P2, tp=10, ts=10, x0=49090121
P0, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=568346948
P3, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=839798115
P1, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=459878825
P1, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=40874643
P1, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=463416745
P2, tp=10, ts=10, x0=173272776
P3, tp=10, ts=10
P1, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=239002531
P1, tp=10, ts=10
P0, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=983715049
P0, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=43237217
P0, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=281460280
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=479391305
P1, tp=10, ts=10
P3, tp=10, ts=10
P0, tp=10, ts=10
P1, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P3, tp=10, ts=10
P1, tp=10, ts=10
P0, tp=10, ts=10
P2, tp=10, ts=10, x0=8240601
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=173272776
P2, tp=10, ts=10, x0=642378428
P2, tp=10, ts=10, x0=827201529
P3, tp=10, ts=10
P1, tp=10, ts=10
P2, tp=10, ts=10, x0=16136660
P0, tp=10, ts=10
P3, tp=10, ts=10
P2, tp=10, ts=10, x0=210846375
P0, tp=10, ts=10
